model,extinction_mechanism,n_rep,β_int_shared,β_int_all,β_spp,links_left,links_right
pfim_downsample,tiering_ascending,12,47,47,16,75,72
pfim_downsample,calcification_ascending,12,21,21,11,75,48
random,random,12,14,14,8,65,94
random,generality_descending,12,17,17,10,65,80
random,vulnerability_descending,12,0,0,9,65,70
random,size_descending,12,7,7,10,65,84
random,motility_descending,12,7,7,7,65,77
random,tiering_descending,12,0,0,2,65,103
random,calcification_descending,12,12,12,8,65,57
random,generality_ascending,12,16,16,8,65,121
random,vulnerability_ascending,12,30,30,9,65,217
random,size_ascending,12,10,10,6,65,117
random,motility_ascending,12,7,7,8,65,60
random,tiering_ascending,12,36,36,11,65,122
random,calcification_ascending,12,19,19,11,65,88
random,random,12,12,12,6,65,146
random,generality_descending,12,17,17,10,65,80
random,vulnerability_descending,12,0,0,9,65,70
random,size_descending,12,7,7,11,65,66
random,motility_descending,12,5,5,10,65,67
random,tiering_descending,12,0,0,4,65,97
