model,extinction_mechanism,richness,links,connectance,diameter,complexity,distance,basal,top,generality,vulnerability,redundancy,S1,S2,S4,S5,robustness,r50,rep
lmatrix,motility_descending,14,15,0.07653061224489796,4,0.9182958340544894,3.0,1.0,10.0,0.6157279262148819,3.173551413074723,2.0,3.0,0.0,66.0,3.0,0.5277777777777777,0.4791666666666667,6331
lmatrix,calcification_descending,20,19,0.0475,1,0.9994997009264435,1.0,1.0,18.0,0.22360679774997896,2.9285347512832565,0.0,9.0,0.0,81.0,0.0,0.5085227272727274,0.5208333333333334,6333
lmatrix,generality_ascending,20,23,0.0575,5,0.9049323059541197,3.0,1.0,15.0,0.7451598203705947,3.1165939573093,4.0,17.0,0.0,94.0,7.0,0.5545634920634921,0.5208333333333334,6334
lmatrix,vulnerability_ascending,20,37,0.0925,9,0.8958738468045944,3.0,1.0,11.0,1.9540780569443943,3.0482954684803603,18.0,27.0,0.0,104.0,52.0,0.5101950354609928,0.5208333333333334,6335
lmatrix,size_ascending,20,25,0.0625,5,0.8272654944391292,3.0,1.0,15.0,0.8506963092234007,3.4316637057662986,6.0,10.0,0.0,115.0,10.0,0.22727272727272738,0.0625,6336
lmatrix,motility_ascending,14,15,0.07653061224489796,4,0.9182958340544894,3.0,1.0,10.0,0.6157279262148819,3.173551413074723,2.0,3.0,0.0,66.0,3.0,0.5277777777777777,0.4791666666666667,6337
lmatrix,calcification_ascending,12,11,0.0763888888888889,1,NaN,2.0,1.0,11.0,0.28867513459481287,3.1754264805429417,0.0,0.0,0.0,55.0,0.0,0.4862588652482269,0.5208333333333334,6339
niche,random,20,41,0.1025,7,0.9376267524346737,1.0,3.0,3.0,1.9324105480761042,1.669383750149485,22.0,23.0,1.0,27.0,17.0,0.46365248226950356,0.4375,6340
niche,generality_descending,20,20,0.05,2,0.9341915330695619,1.0,1.0,12.0,0.3244428422615251,2.470883072485369,1.0,9.0,0.0,58.0,1.0,0.5347222222222222,0.4583333333333333,6341
niche,vulnerability_descending,20,44,0.11,7,0.9329625231641767,1.0,1.0,4.0,1.8806493839265088,1.9628121608924702,25.0,48.0,4.0,51.0,42.0,0.4619565217391304,0.22916666666666666,6342
niche,generality_ascending,20,55,0.1375,6,0.9176638088788681,1.0,1.0,4.0,1.996707816698066,2.381397201556042,36.0,35.0,8.0,46.0,30.0,0.5361842105263158,0.4791666666666667,6343
niche,vulnerability_ascending,20,47,0.1175,8,0.9181576680239726,1.0,1.0,5.0,2.1343062474478063,2.1095023109728985,28.0,61.0,9.0,65.0,66.0,0.5101950354609928,0.5208333333333334,6344
pfim,random,20,36,0.09,15,0.9116486992988432,3.0,1.0,4.0,3.155613210905624,3.4120529396769173,17.0,5.0,0.0,120.0,4.0,0.48484848484848486,0.4772727272727273,6345
pfim,generality_descending,20,19,0.0475,1,NaN,2.0,1.0,19.0,0.22360679774997902,4.2485291572496005,0.0,0.0,0.0,171.0,0.0,0.5022727272727274,0.45454545454545453,6346
pfim,vulnerability_descending,20,31,0.0775,13,0.8808426779069011,3.0,1.0,5.0,2.704285098641939,3.6631163034541476,12.0,0.0,0.0,136.0,0.0,0.47902097902097895,0.4318181818181818,6347
pfim,size_descending,20,37,0.0925,14,0.9289404368710814,3.0,1.0,3.0,2.942877217246665,3.1834274809261465,18.0,3.0,0.0,105.0,3.0,0.5101547388781431,0.5681818181818182,6348
pfim,motility_descending,20,39,0.0975,15,0.927091509526542,3.0,1.0,3.0,3.1867323637065503,3.170173496829472,20.0,0.0,0.0,105.0,0.0,0.6185897435897437,0.5909090909090909,6349
pfim,calcification_descending,20,42,0.105,14,0.9088898341068109,3.0,1.0,4.0,3.041813863297255,2.8078836383147703,23.0,1.0,0.0,78.0,0.0,0.5198259187620891,0.5909090909090909,6351
pfim,generality_ascending,20,43,0.1075,13,0.9312615668824944,3.0,1.0,0.0,2.8887258163600893,2.7390932037715268,24.0,2.0,0.0,78.0,1.0,0.49168514412416847,0.4772727272727273,6352
pfim,vulnerability_ascending,20,34,0.085,8,0.9295735535964638,3.0,1.0,4.0,1.8945906376340316,2.975337221046947,15.0,2.0,0.0,91.0,0.0,0.510570824524313,0.5227272727272727,6353
pfim,size_ascending,20,39,0.0975,11,0.9262925595202107,3.0,1.0,3.0,2.4809802816416617,2.742933504576135,20.0,6.0,0.0,79.0,6.0,0.5237154150197629,0.5681818181818182,6354
pfim,motility_ascending,20,39,0.0975,15,0.927091509526542,3.0,1.0,3.0,3.1867323637065503,3.170173496829472,20.0,0.0,0.0,105.0,0.0,0.6185897435897437,0.5909090909090909,6355
pfim,calcification_ascending,20,44,0.11,16,0.9131143090484931,3.0,1.0,2.0,3.442765106560041,2.7260922485067196,25.0,1.0,0.0,78.0,0.0,0.5178916827852998,0.5909090909090909,6357
random,random,20,99,0.2475,6,0.741085575914849,1.0,0.0,13.0,1.4680814547887788,7.870497877650769,80.0,0.0,0.0,0.0,0.0,0.5076318223866788,0.5319148936170213,6358
random,generality_descending,20,72,0.18,4,0.6464069041232543,1.0,0.0,16.0,0.5982430416161189,7.507189536493808,53.0,0.0,0.0,0.0,0.0,0.52080378250591,0.5319148936170213,6359
random,vulnerability_descending,18,29,0.08950617283950617,3,0.8221396647197503,1.0,0.0,14.0,0.8498365855987975,4.5132339896964835,12.0,0.0,0.0,15.0,1.0,0.6682785299806576,0.19148936170212766,6360
random,size_descending,18,45,0.1388888888888889,4,0.8181823968991631,1.0,0.0,14.0,1.1504474832710556,5.404246696158603,28.0,0.0,4.0,23.0,0.0,0.6606382978723405,0.5319148936170213,6361
random,motility_descending,18,29,0.08950617283950617,3,0.8221396647197503,1.0,0.0,14.0,0.8498365855987975,4.5132339896964835,12.0,0.0,0.0,15.0,1.0,0.2040370976541189,0.19148936170212766,6362
random,calcification_descending,19,56,0.15512465373961218,5,0.7876710008150195,1.0,0.0,13.0,1.5082618476808298,5.806832031806502,38.0,0.0,6.0,30.0,2.0,0.48982423681776155,0.2978723404255319,6364
random,generality_ascending,20,133,0.3325,8,0.6213462943177531,1.0,0.0,11.0,0.812727700887249,9.23537250267459,114.0,0.0,0.0,15.0,1.0,0.5198581560283686,0.5319148936170213,6365
random,vulnerability_ascending,20,185,0.4625,17,0.7627128664047639,1.0,0.0,2.0,3.596416344962828,7.9991775893064885,166.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.5319148936170213,6366
random,size_ascending,20,80,0.2,6,0.6386508365308148,1.0,0.0,13.0,0.8583950752789521,7.840515557699399,61.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.5319148936170213,6367
random,motility_ascending,18,29,0.08950617283950617,3,0.8221396647197503,1.0,0.0,14.0,0.8498365855987975,4.5132339896964835,12.0,0.0,0.0,15.0,1.0,0.2040370976541189,0.19148936170212766,6368
random,calcification_ascending,17,27,0.09342560553633218,3,0.826960776972332,1.0,0.0,13.0,0.8702602720890288,4.330975980212366,11.0,0.0,0.0,10.0,1.0,0.4859767891682786,0.2765957446808511,6370
adbm,random,20,24,0.06,4,0.8755733269067097,3.0,1.0,15.0,0.6958523739384593,3.221637373824225,5.0,20.0,0.0,101.0,7.0,0.5194746376811594,0.5208333333333334,6371
adbm,generality_descending,20,22,0.055,3,0.9405738986578733,3.0,1.0,17.0,0.4472135954999579,2.9540338165758504,3.0,12.0,0.0,84.0,3.0,0.527935606060606,0.5208333333333334,6372
adbm,vulnerability_descending,19,43,0.11911357340720222,8,0.8821040861655819,3.0,1.0,11.0,2.130260945496216,3.3473389972593304,25.0,36.0,0.0,128.0,68.0,0.33125,0.0625,6373
adbm,size_descending,20,26,0.065,3,0.8854360346225175,1.0,1.0,17.0,0.5712405705774795,3.213458540182786,7.0,16.0,0.0,102.0,7.0,0.5101950354609928,0.5208333333333334,6374
adbm,motility_descending,20,39,0.0975,6,0.8935069103975011,3.0,1.0,14.0,1.190974832912761,3.9400106866005222,20.0,34.0,0.0,166.0,32.0,0.5683760683760681,0.5208333333333334,6375
adbm,calcification_descending,20,34,0.085,5,0.8770947174097906,3.0,1.0,15.0,0.9787209698591858,3.7289761541064776,15.0,28.0,0.0,144.0,21.0,0.5144927536231884,0.5208333333333334,6377
adbm,generality_ascending,20,32,0.08,6,0.8940619763631956,3.0,1.0,14.0,1.353358395757909,3.3934922239021286,13.0,27.0,0.0,119.0,27.0,0.5479166666666668,0.4166666666666667,6378
adbm,vulnerability_ascending,20,41,0.1025,10,0.8739115852662336,3.0,1.0,9.0,2.0384462607326044,3.1367935354770364,22.0,31.0,0.0,115.0,61.0,0.5101950354609928,0.5208333333333334,6379
adbm,size_ascending,14,28,0.14285714285714285,6,0.8769667499162165,3.0,1.0,8.0,1.7097008285302207,2.6890089681459286,15.0,23.0,0.0,61.0,33.0,0.3829365079365079,0.125,6380
adbm,motility_ascending,20,39,0.0975,6,0.8935069103975011,3.0,1.0,14.0,1.190974832912761,3.9400106866005222,20.0,34.0,0.0,166.0,32.0,0.5683760683760681,0.5208333333333334,6381
adbm,calcification_ascending,20,36,0.09,5,0.8704628824512689,3.0,1.0,15.0,1.0052493799000692,3.9947333749378195,17.0,31.0,0.0,166.0,24.0,0.50177304964539,0.5208333333333334,6383
bodymassratio,random,19,57,0.15789473684210525,12,0.8931583539472382,1.0,1.0,4.0,3.34995854037363,2.848001248439177,39.0,47.0,19.0,111.0,139.0,0.6642628205128204,0.375,6384
bodymassratio,generality_descending,20,26,0.065,3,0.9002137048913941,1.0,1.0,15.0,0.6569466853317864,3.3102710971825413,7.0,22.0,0.0,108.0,8.0,0.568089430894309,0.5208333333333334,6385
bodymassratio,vulnerability_descending,8,8,0.125,6,0.8724293398564681,2.0,6.0,2.0,2.138089935299395,0.7559289460184544,1.0,0.0,0.0,2.0,16.0,0.5541666666666667,0.10416666666666667,6386
bodymassratio,size_descending,8,8,0.125,6,0.8724293398564681,2.0,6.0,2.0,2.138089935299395,0.7559289460184544,1.0,0.0,0.0,2.0,16.0,0.5416666666666666,0.16666666666666666,6387
bodymassratio,motility_descending,20,73,0.1825,16,0.8840983865657646,1.0,1.0,3.0,3.9506828190633203,2.66112362496905,54.0,90.0,30.0,134.0,215.0,0.5093482905982907,0.4375,6388
bodymassratio,calcification_descending,17,59,0.2041522491349481,12,0.8560335732361228,2.0,2.0,4.0,3.519901402362422,3.1842904833499324,43.0,36.0,44.0,110.0,128.0,0.646701388888889,0.3958333333333333,6390
bodymassratio,generality_ascending,20,77,0.1925,14,0.861631930313344,1.0,1.0,4.0,3.265046142980138,3.717313687682488,58.0,75.0,44.0,197.0,167.0,0.5365990990990991,0.4166666666666667,6391
bodymassratio,vulnerability_ascending,20,45,0.1125,12,0.8769896874870482,3.0,1.0,8.0,2.7505980211009042,3.4773704523904114,26.0,29.0,12.0,131.0,88.0,0.5101950354609928,0.5208333333333334,6392
bodymassratio,size_ascending,20,35,0.0875,8,0.9252426530628957,1.0,1.0,11.0,1.6819474927657678,3.2261268941010526,16.0,27.0,4.0,108.0,36.0,0.5101950354609928,0.5208333333333334,6393
bodymassratio,motility_ascending,20,73,0.1825,16,0.8840983865657646,1.0,1.0,3.0,3.9506828190633203,2.66112362496905,54.0,90.0,30.0,134.0,215.0,0.5093482905982907,0.4375,6394
bodymassratio,calcification_ascending,17,59,0.2041522491349481,13,0.8764919541211283,2.0,2.0,3.0,3.6591947040780632,3.0845916881092936,43.0,39.0,44.0,105.0,136.0,0.6394927536231884,0.375,6396
lmatrix,random,20,33,0.0825,8,0.8846259180863959,3.0,1.0,12.0,1.6944180805158293,2.9607075967890193,14.0,24.0,0.0,94.0,38.0,0.4242424242424242,0.25,6397
lmatrix,generality_descending,14,13,0.0663265306122449,1,NaN,2.0,1.0,13.0,0.2672612419124244,3.474396144861517,0.0,0.0,0.0,78.0,0.0,0.5366161616161617,0.4375,6398
lmatrix,vulnerability_descending,18,34,0.10493827160493827,10,0.8769079891769169,3.0,1.0,8.0,2.2462750575089703,3.122760635547993,17.0,21.0,0.0,98.0,58.0,0.26953125000000006,0.08333333333333333,6399
lmatrix,size_descending,20,19,0.0475,2,0.9870202151309723,2.0,1.0,18.0,0.22360679774997896,3.03445130737702,0.0,7.0,0.0,87.0,0.0,0.5101950354609928,0.5208333333333334,6400
lmatrix,motility_descending,20,30,0.075,6,0.8795513288931249,3.0,1.0,14.0,1.1920791213585393,3.137212977016048,11.0,23.0,0.0,101.0,21.0,0.5718482905982903,0.5208333333333334,6401
lmatrix,calcification_descending,20,25,0.0625,4,0.9116018045293618,3.0,1.0,16.0,0.7163503994113789,2.989014975926984,6.0,16.0,0.0,88.0,8.0,0.5144927536231884,0.5208333333333334,6403
lmatrix,generality_ascending,18,26,0.08024691358024691,6,0.8856424772193597,3.0,1.0,12.0,1.247219128924647,2.894664914514331,9.0,20.0,0.0,77.0,19.0,0.41840277777777785,0.20833333333333334,6404
lmatrix,vulnerability_ascending,20,33,0.0825,10,0.9134060342246586,3.0,1.0,10.0,1.8715318802914815,2.9960500312033647,14.0,22.0,0.0,96.0,44.0,0.5101950354609928,0.5208333333333334,6405
lmatrix,size_ascending,16,26,0.1015625,8,0.8706520145857729,3.0,1.0,8.0,1.707825127659933,2.825479310370779,11.0,15.0,0.0,68.0,30.0,0.26627604166666663,0.125,6406
lmatrix,motility_ascending,20,30,0.075,6,0.8795513288931249,3.0,1.0,14.0,1.1920791213585393,3.137212977016048,11.0,23.0,0.0,101.0,21.0,0.5718482905982903,0.5208333333333334,6407
lmatrix,calcification_ascending,20,26,0.065,4,0.9167766581562113,3.0,1.0,16.0,0.7326950970650465,3.079644545449326,7.0,18.0,0.0,94.0,9.0,0.50177304964539,0.5208333333333334,6409
niche,random,20,50,0.125,8,0.917021839674382,1.0,1.0,6.0,2.090076805438398,2.6056618514708556,31.0,25.0,1.0,59.0,47.0,0.4747340425531916,0.4791666666666667,6410
niche,generality_descending,20,19,0.0475,1,0.9340199615690881,2.0,1.0,15.0,0.22360679774997896,2.438183102661747,0.0,4.0,0.0,46.0,0.0,0.5369791666666667,0.5,6411
niche,vulnerability_descending,18,46,0.1419753086419753,15,0.923976976063006,1.0,1.0,0.0,3.4678730932445716,1.6169041669088866,29.0,15.0,1.0,31.0,9.0,0.5331439393939393,0.2916666666666667,6412
niche,generality_ascending,20,72,0.18,17,0.8776886908013978,1.0,1.0,1.0,2.9091507170885533,3.7049042888411683,53.0,5.0,0.0,29.0,10.0,0.5587121212121213,0.4166666666666667,6413
niche,vulnerability_ascending,20,47,0.1175,14,0.9121408283495903,3.0,1.0,3.0,3.1165939573093002,1.9269556026896006,28.0,7.0,1.0,15.0,6.0,0.5181159420289856,0.5208333333333334,6414
pfim,random,20,19,0.0475,1,0.7030243614276614,2.0,1.0,18.0,0.22360679774997896,4.019361038510317,0.0,0.0,0.0,153.0,0.0,0.4690821256038647,0.45652173913043476,6415
pfim,generality_descending,20,19,0.0475,2,0.7811411840451813,2.0,1.0,17.0,0.22360679774997896,3.7902228791568726,0.0,1.0,0.0,136.0,0.0,0.5166835187057632,0.5217391304347826,6416
pfim,vulnerability_descending,20,34,0.085,13,0.917414589328353,3.0,1.0,1.0,2.754899940870907,3.373269536876805,15.0,4.0,0.0,120.0,6.0,0.47463768115942034,0.3695652173913043,6417
pfim,size_descending,20,36,0.09,14,0.9267339643918815,3.0,1.0,3.0,2.966479394838265,3.4120529396769177,17.0,6.0,0.0,121.0,7.0,0.4953746530989824,0.4782608695652174,6418
pfim,motility_descending,20,43,0.1075,15,0.9072411296328717,3.0,1.0,1.0,3.313052337267506,2.777257261172764,24.0,13.0,1.0,85.0,23.0,0.5802675585284278,0.5217391304347826,6419
pfim,calcification_descending,20,41,0.1025,13,0.9175187703635548,3.0,1.0,3.0,2.981963323576917,2.8557421378504637,22.0,14.0,1.0,86.0,27.0,0.505671077504726,0.5434782608695652,6421
pfim,generality_ascending,20,41,0.1025,10,0.8982640677224865,1.0,1.0,1.0,2.799906013460189,2.6650762801367183,22.0,14.0,5.0,74.0,36.0,0.512133468149646,0.5,6422
pfim,vulnerability_ascending,20,20,0.05,2,0.8579566566619484,1.0,1.0,15.0,0.3244428422615251,3.5540932665545544,1.0,3.0,0.0,120.0,1.0,0.510144927536232,0.5217391304347826,6423
pfim,size_ascending,20,30,0.075,10,0.9084367297908614,3.0,1.0,8.0,1.8496087779795347,2.946898458772509,11.0,15.0,3.0,87.0,37.0,0.5060129509713227,0.5217391304347826,6424
pfim,motility_ascending,20,43,0.1075,15,0.9072411296328717,3.0,1.0,1.0,3.313052337267506,2.777257261172764,24.0,13.0,1.0,85.0,23.0,0.5802675585284278,0.5217391304347826,6425
pfim,calcification_ascending,20,37,0.0925,14,0.9088656595058078,3.0,1.0,2.0,3.013565819319104,2.777257261172764,18.0,9.0,0.0,82.0,11.0,0.49814986123959304,0.5434782608695652,6427
random,random,20,57,0.1425,5,0.7617576828558404,1.0,0.0,15.0,0.9333020044867296,6.425893343587169,38.0,0.0,1.0,44.0,0.0,0.593225083986562,0.5319148936170213,6428
random,generality_descending,20,55,0.1375,4,0.7867795962870919,1.0,0.0,16.0,0.7163503994113789,6.4959501553700845,36.0,0.0,0.0,0.0,0.0,0.6647220315717226,0.5319148936170213,6429
random,vulnerability_descending,17,34,0.11764705882352941,4,0.8099849667840923,1.0,0.0,13.0,1.1726039399558574,4.596194077712559,18.0,0.0,0.0,1.0,0.0,0.6353965183752417,0.19148936170212766,6430
random,size_descending,15,19,0.08444444444444445,2,0.8677275141883135,1.0,0.0,13.0,0.4577377082170635,3.9363991280405113,5.0,0.0,0.0,0.0,0.0,0.47624938149430984,0.5319148936170213,6431
random,motility_descending,17,34,0.11764705882352941,4,0.8099849667840923,1.0,0.0,13.0,1.1726039399558574,4.596194077712559,18.0,0.0,0.0,1.0,0.0,0.576923076923077,0.19148936170212766,6432
random,calcification_descending,15,29,0.1288888888888889,4,0.80016031799876,1.0,0.0,11.0,1.0997835284835873,4.267261863247182,15.0,0.0,0.0,0.0,0.0,0.6317966903073288,0.2978723404255319,6434
random,generality_ascending,20,178,0.445,10,0.6302229110341989,1.0,0.0,10.0,0.9119095061289915,9.694816846346841,159.0,0.0,0.0,0.0,0.0,0.5311895551257252,0.5319148936170213,6435
random,vulnerability_ascending,20,202,0.505,13,0.696261923190437,1.0,0.0,7.0,2.5935141776118527,8.74131147573346,183.0,0.0,0.0,16.0,4.0,0.5000000000000001,0.5319148936170213,6436
random,size_ascending,20,78,0.195,4,0.5278534235774544,1.0,0.0,16.0,0.30779350562554625,8.012490249604053,59.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.5319148936170213,6437
random,motility_ascending,17,34,0.11764705882352941,4,0.8099849667840923,1.0,0.0,13.0,1.1726039399558574,4.596194077712559,18.0,0.0,0.0,1.0,0.0,0.576923076923077,0.19148936170212766,6438
random,calcification_ascending,16,33,0.12890625,4,0.8095380796674478,1.0,0.0,12.0,1.181453906563152,4.508787715857409,18.0,0.0,0.0,1.0,0.0,0.6314142678347935,0.2765957446808511,6440
adbm,random,12,23,0.1597222222222222,6,0.872514692358845,3.0,1.0,6.0,1.6213537179739277,2.314316444667973,12.0,18.0,0.0,40.0,25.0,0.2810283687943261,0.22916666666666666,6441
adbm,generality_descending,8,7,0.109375,1,NaN,2.0,1.0,7.0,0.3535533905932738,2.4748737341529163,0.0,0.0,0.0,21.0,0.0,0.5969202898550723,0.3541666666666667,6442
adbm,vulnerability_descending,20,48,0.12,8,0.8821208088132568,3.0,1.0,12.0,2.137386500526187,3.6620385464641783,29.0,41.0,0.0,161.0,77.0,0.2604166666666667,0.041666666666666664,6443
adbm,size_descending,20,19,0.0475,2,0.9870202151309725,3.0,1.0,18.0,0.22360679774997896,3.03445130737702,0.0,12.0,0.0,87.0,0.0,0.5101950354609928,0.5208333333333334,6444
adbm,motility_descending,20,23,0.0575,5,0.9049323059541197,3.0,1.0,15.0,0.7451598203705947,3.1165939573092993,4.0,17.0,0.0,94.0,7.0,0.5718482905982903,0.5208333333333334,6445
adbm,calcification_descending,20,23,0.0575,4,0.8955916983365196,3.0,1.0,16.0,0.5871429486123998,3.281126250799291,4.0,18.0,0.0,104.0,5.0,0.5378787878787881,0.5208333333333334,6447
adbm,generality_ascending,20,48,0.12,8,0.8821208088132568,3.0,1.0,12.0,2.137386500526187,3.6620385464641783,29.0,41.0,0.0,161.0,77.0,0.37152777777777773,0.0625,6448
adbm,vulnerability_ascending,20,26,0.065,7,0.9351244523727066,3.0,1.0,13.0,1.2182817926554552,2.9929742292312014,7.0,19.0,0.0,89.0,18.0,0.5101950354609928,0.5208333333333334,6449
adbm,size_ascending,20,48,0.12,8,0.8821208088132568,3.0,1.0,12.0,2.137386500526187,3.6620385464641783,29.0,41.0,0.0,161.0,77.0,0.4660087719298245,0.125,6450
adbm,motility_ascending,20,23,0.0575,5,0.9049323059541197,3.0,1.0,15.0,0.7451598203705947,3.1165939573092993,4.0,17.0,0.0,94.0,7.0,0.5718482905982903,0.5208333333333334,6451
adbm,calcification_ascending,20,20,0.05,3,0.8840541060178193,3.0,1.0,17.0,0.3244428422615251,3.2606102108912713,1.0,15.0,0.0,101.0,1.0,0.5226851851851854,0.5208333333333334,6453
bodymassratio,random,16,41,0.16015625,13,0.8954727020827368,2.0,2.0,2.0,2.827690459249975,2.920473705868051,26.0,29.0,25.0,71.0,67.0,0.5555555555555556,0.5,6454
bodymassratio,generality_descending,19,18,0.04986149584487535,2,0.9599833384096034,1.0,1.0,17.0,0.2294157338705618,3.1353483628976777,0.0,13.0,0.0,88.0,0.0,0.56875,0.5208333333333334,6455
bodymassratio,vulnerability_descending,6,5,0.1388888888888889,5,NaN,2.0,5.0,1.0,2.0412414523193148,0.408248290463863,0.0,0.0,0.0,0.0,10.0,0.5059523809523809,0.10416666666666667,6456
bodymassratio,size_descending,6,5,0.1388888888888889,5,NaN,2.0,5.0,1.0,2.0412414523193148,0.408248290463863,0.0,0.0,0.0,0.0,10.0,0.5138888888888888,0.14583333333333334,6457
bodymassratio,motility_descending,20,65,0.1625,16,0.8698311397045794,1.0,1.0,3.0,3.1768074010172374,3.8780760286784637,46.0,58.0,41.0,175.0,128.0,0.4404380341880342,0.2916666666666667,6458
bodymassratio,calcification_descending,20,71,0.1775,16,0.9067571152964565,1.0,1.0,3.0,2.928534751283256,3.859029057050218,52.0,79.0,47.0,185.0,125.0,0.5686728395061729,0.3125,6460
bodymassratio,generality_ascending,20,51,0.1275,16,0.8959104819240297,1.0,1.0,3.0,2.964260802504253,3.7059695797882353,32.0,41.0,28.0,142.0,95.0,0.5619369369369368,0.4375,6461
bodymassratio,vulnerability_ascending,20,24,0.06,3,0.9011859139764075,1.0,1.0,15.0,0.6958523739384593,2.9127668163304437,5.0,19.0,0.0,83.0,7.0,0.5101950354609928,0.5208333333333334,6462
bodymassratio,size_ascending,20,24,0.06,4,0.9837949035832277,1.0,1.0,15.0,0.8335087534664906,2.930780388260186,5.0,18.0,0.0,84.0,9.0,0.5101950354609928,0.5208333333333334,6463
bodymassratio,motility_ascending,20,65,0.1625,16,0.8698311397045794,1.0,1.0,3.0,3.1768074010172374,3.8780760286784637,46.0,58.0,41.0,175.0,128.0,0.4404380341880342,0.2916666666666667,6464
bodymassratio,calcification_ascending,20,64,0.16,16,0.8950821554760265,1.0,1.0,3.0,3.172248082155121,3.5333002315562982,45.0,58.0,37.0,152.0,129.0,0.5681089743589743,0.3333333333333333,6466
lmatrix,random,20,32,0.08,11,0.8929205769370422,3.0,1.0,9.0,2.112618729145617,3.530319800632351,13.0,16.0,0.0,128.0,52.0,0.28945035460992896,0.125,6467
lmatrix,generality_descending,19,18,0.04986149584487535,1,NaN,2.0,1.0,18.0,0.22941573387056177,4.129483209670112,0.0,0.0,0.0,153.0,0.0,0.3802083333333333,0.14583333333333334,6468
lmatrix,vulnerability_descending,20,28,0.07,10,0.8629348446470183,3.0,1.0,10.0,1.8180382718454353,3.530319800632351,9.0,12.0,0.0,124.0,37.0,0.2666666666666667,0.041666666666666664,6469
lmatrix,size_descending,20,19,0.0475,2,0.819720319053763,2.0,1.0,18.0,0.22360679774997896,3.804083678309265,0.0,2.0,0.0,137.0,0.0,0.5101950354609928,0.5208333333333334,6470
lmatrix,motility_descending,20,22,0.055,5,0.9622424128525078,3.0,1.0,15.0,0.7181848464596079,2.9000907426819382,3.0,12.0,0.0,81.0,6.0,0.5745192307692305,0.5208333333333334,6471
lmatrix,calcification_descending,20,19,0.0475,2,0.9994997009264435,2.0,1.0,18.0,0.22360679774997896,2.928534751283257,0.0,9.0,0.0,81.0,0.0,0.5163043478260869,0.5208333333333334,6473
lmatrix,generality_ascending,20,37,0.0925,12,0.8707388469214157,3.0,1.0,8.0,2.433861994963214,3.375998877525381,18.0,22.0,0.0,124.0,72.0,0.3115530303030303,0.0625,6474
lmatrix,vulnerability_ascending,20,23,0.0575,6,0.9658769426855076,3.0,1.0,14.0,0.9333020044867296,2.9960500312033647,4.0,11.0,0.0,87.0,10.0,0.5101950354609928,0.5208333333333334,6475
lmatrix,size_ascending,20,34,0.085,9,0.8601098440240368,3.0,1.0,11.0,1.8666040089734592,3.4351128074635335,15.0,19.0,0.0,124.0,45.0,0.3408333333333334,0.125,6476
lmatrix,motility_ascending,20,22,0.055,5,0.9622424128525078,3.0,1.0,15.0,0.7181848464596079,2.9000907426819382,3.0,12.0,0.0,81.0,6.0,0.5745192307692305,0.5208333333333334,6477
lmatrix,calcification_ascending,20,19,0.0475,2,0.9994997009264436,2.0,1.0,18.0,0.22360679774997896,2.928534751283257,0.0,10.0,0.0,81.0,0.0,0.5144927536231886,0.5208333333333334,6479
niche,random,20,50,0.125,15,0.9316935891992953,1.0,1.0,2.0,3.3950428258673977,2.064741604835056,31.0,46.0,21.0,57.0,126.0,0.47044573643410853,0.375,6480
niche,generality_descending,20,19,0.0475,1,0.933773506255076,2.0,1.0,13.0,0.22360679774997896,2.4809802816416613,0.0,7.0,0.0,58.0,0.0,0.5282738095238099,0.5,6481
niche,vulnerability_descending,19,40,0.11080332409972299,10,0.9394328815837752,1.0,1.0,2.0,2.2334511621182256,1.6294081011931658,22.0,38.0,12.0,31.0,50.0,0.5300925925925923,0.3125,6482
niche,generality_ascending,20,67,0.1675,15,0.9046698746060555,1.0,1.0,2.0,3.4682772911664737,2.6011131220468307,48.0,65.0,35.0,86.0,111.0,0.5890151515151515,0.4583333333333333,6483
niche,vulnerability_ascending,20,39,0.0975,9,0.935141169804635,1.0,1.0,3.0,2.0894471693929497,1.431782106327635,20.0,31.0,8.0,24.0,44.0,0.5097517730496453,0.5208333333333334,6484
pfim,random,20,26,0.065,5,0.89073673781966,1.0,1.0,12.0,1.1285761872936695,3.326132573235294,7.0,6.0,1.0,106.0,9.0,0.5093023255813954,0.5111111111111111,6485
pfim,generality_descending,20,19,0.0475,1,NaN,2.0,1.0,19.0,0.22360679774997902,4.2485291572496005,0.0,0.0,0.0,171.0,0.0,0.507235142118863,0.5111111111111111,6486
pfim,vulnerability_descending,20,33,0.0825,10,0.9238049221956541,3.0,1.0,1.0,2.183068820189645,2.92493814599467,14.0,1.0,0.0,91.0,0.0,0.49444444444444435,0.4444444444444444,6487
pfim,size_descending,20,38,0.095,14,0.9398596932295633,3.0,1.0,1.0,2.9717972587928037,3.127130852462214,19.0,2.0,0.0,105.0,1.0,0.49527186761229297,0.5333333333333333,6488
pfim,motility_descending,20,39,0.0975,15,0.9105285231797235,3.0,1.0,1.0,3.2359005904970175,3.1535276821529985,20.0,4.0,0.0,106.0,3.0,0.5897435897435898,0.5333333333333333,6489
pfim,calcification_descending,20,40,0.1,15,0.9225729916592177,3.0,1.0,1.0,3.077935056255462,2.919985580353726,21.0,6.0,0.0,91.0,4.0,0.5084541062801933,0.5555555555555556,6491
